Period,VI,Method,Plot_ID,Nitrogen_Level,Value,Reference_Value,Signed_Error,Absolute_Error
0429,NDVI,ELC3,2,N1,0.2555937708569285,0.20251810094843037,0.05307566990849816,0.05307566990849816
0429,NDVI,ELC3,3,N1,0.22066853282604398,0.19239311726527444,0.02827541556076954,0.02827541556076954
0429,NDVI,ELC3,4,N1,0.20869277218344298,0.18992438208268958,0.0187683901007534,0.0187683901007534
0429,NDVI,ELC3,5,N1,0.21301560313275822,0.21977553522526214,-0.0067599320925039175,0.0067599320925039175
0429,NDVI,ELC3,6,N1,0.23011796179540245,0.2097680685222852,0.02034989327311726,0.02034989327311726
0429,NDVI,ELC3,7,N3,0.5575385435466276,0.5218282516811017,0.03571029186552588,0.03571029186552588
0429,NDVI,ELC3,8,N3,0.45735531841727384,0.45519165567365555,0.0021636627436182887,0.0021636627436182887
0429,NDVI,ELC3,9,N3,0.5017436855830163,0.48362901380654044,0.018114671776475855,0.018114671776475855
0429,NDVI,ELC3,10,N3,0.5046791851115201,0.5649016928704829,-0.06022250775896276,0.06022250775896276
0429,NDVI,ELC3,11,N3,0.38373581118455014,0.34446212753755634,0.039273683646993796,0.039273683646993796
0429,NDVI,ELC3,12,N3,0.5071360806527611,0.4278329058407679,0.07930317481199317,0.07930317481199317
0429,NCNI,RTM,1,N1,0.006327476872410996,0.006254898513667015,7.257835874398093e-05,7.257835874398093e-05
0429,NCNI,RTM,2,N1,0.009931980649207599,0.007182675599872435,0.002749305049335164,0.002749305049335164
0429,NCNI,RTM,3,N1,0.007454943959656827,0.006770586922052156,0.0006843570376046711,0.0006843570376046711
0429,NCNI,RTM,4,N1,0.006576259078819025,0.006270160246998863,0.00030609883182016254,0.00030609883182016254
0429,NCNI,RTM,5,N1,0.007331133017488479,0.008963643099509463,-0.0016325100820209848,0.0016325100820209848
0429,NCNI,RTM,6,N1,0.008238799536842024,0.007962567990343845,0.00027623154649817835,0.00027623154649817835
0429,NCNI,RTM,7,N3,0.04407977654761008,0.046621918046068925,-0.0025421414984588414,0.0025421414984588414
0429,NCNI,RTM,8,N3,0.02785051275001289,0.03460575004280394,-0.006755237292791049,0.006755237292791049
0429,NCNI,RTM,9,N3,0.03766033331200148,0.04473725438224718,-0.007076921070245705,0.007076921070245705
0429,NCNI,RTM,10,N3,0.03681507512194799,0.06194521740535156,-0.025130142283403573,0.025130142283403573
0429,NCNI,RTM,11,N3,0.020748554545069846,0.02158278698666135,-0.0008342324415915037,0.0008342324415915037
0429,NCNI,RTM,12,N3,0.03467297522057689,0.03128253556415649,0.0033904396564203992,0.0033904396564203992
0429,NCNI,ELC,1,N1,0.0060844304435837505,0.006254898513667015,-0.00017046807008326472,0.00017046807008326472
0429,NCNI,ELC,2,N1,0.009594574162109081,0.007182675599872435,0.002411898562236646,0.002411898562236646
0429,NCNI,ELC,3,N1,0.007183147971055295,0.006770586922052156,0.0004125610490031389,0.0004125610490031389
0429,NCNI,ELC,4,N1,0.006334327856879022,0.006270160246998863,6.416760988015892e-05,6.416760988015892e-05
0429,NCNI,ELC,5,N1,0.007059608603402352,0.008963643099509463,-0.0019040344961071117,0.0019040344961071117
0429,NCNI,ELC,6,N1,0.007939680922860067,0.007962567990343845,-2.2887067483778195e-05,2.2887067483778195e-05
0429,NCNI,ELC,7,N3,0.04303639149559196,0.046621918046068925,-0.003585526550476968,0.003585526550476968
0429,NCNI,ELC,8,N3,0.027114915901161364,0.03460575004280394,-0.0074908341416425744,0.0074908341416425744
0429,NCNI,ELC,9,N3,0.03672780123786965,0.04473725438224718,-0.00800945314437753,0.00800945314437753
0429,NCNI,ELC,10,N3,0.0359045537658788,0.06194521740535156,-0.026040663639472765,0.026040663639472765
0429,NCNI,ELC,11,N3,0.020171615411619777,0.02158278698666135,-0.0014111715750415726,0.0014111715750415726
0429,NCNI,ELC,12,N3,0.033842560251084564,0.03128253556415649,0.002560024686928071,0.002560024686928071
0429,NCNI,ELC3,1,N1,0.007549333066736136,0.006254898513667015,0.0012944345530691206,0.0012944345530691206
0429,NCNI,ELC3,2,N1,0.011897384045379046,0.007182675599872435,0.004714708445506611,0.004714708445506611
0429,NCNI,ELC3,3,N1,0.008902910744567828,0.006770586922052156,0.0021323238225156712,0.0021323238225156712
0429,NCNI,ELC3,4,N1,0.00787119850500567,0.006270160246998863,0.0016010382580068077,0.0016010382580068077
0429,NCNI,ELC3,5,N1,0.008647680131558675,0.008963643099509463,-0.00031596296795078846,0.00031596296795078846
0429,NCNI,ELC3,6,N1,0.009807559980967084,0.007962567990343845,0.0018449919906232386,0.0018449919906232386
0429,NCNI,ELC3,7,N3,0.056486115681940195,0.046621918046068925,0.00986419763587127,0.00986419763587127
0429,NCNI,ELC3,8,N3,0.034847470743482774,0.03460575004280394,0.00024172070067883522,0.00024172070067883522
0429,NCNI,ELC3,9,N3,0.047113126625821095,0.04473725438224718,0.002375872243573912,0.002375872243573912
0429,NCNI,ELC3,10,N3,0.04621029423025616,0.06194521740535156,-0.0157349231750954,0.0157349231750954
0429,NCNI,ELC3,11,N3,0.025260672830314124,0.02158278698666135,0.003677885843652775,0.003677885843652775
0429,NCNI,ELC3,12,N3,0.044122296693509276,0.03128253556415649,0.012839761129352784,0.012839761129352784
0429,NDWI_1640,RTM,1,N1,-0.03711963867323267,-0.07697757680062957,0.0398579381273969,0.0398579381273969
0429,NDWI_1640,RTM,2,N1,-0.009635515774583712,-0.07107227785985265,0.06143676208526894,0.06143676208526894
0429,NDWI_1640,RTM,3,N1,-0.01750281569412022,-0.07026040628443309,0.05275759059031286,0.05275759059031286
0429,NDWI_1640,RTM,4,N1,-0.026000799666864124,-0.07563605052740571,0.04963525086054159,0.04963525086054159
0429,NDWI_1640,RTM,5,N1,-0.02456696665780617,-0.05266112759205456,0.02809416093424839,0.02809416093424839
0429,NDWI_1640,RTM,6,N1,-0.012927012752604303,-0.0621690592863307,0.049242046533726394,0.049242046533726394
0429,NDWI_1640,RTM,7,N3,0.16799847954359678,0.11602529045753802,0.05197318908605876,0.05197318908605876
0429,NDWI_1640,RTM,8,N3,0.11345103729590053,0.07921212571955023,0.0342389115763503,0.0342389115763503
0429,NDWI_1640,RTM,9,N3,0.14018525599302545,0.09676587220642427,0.04341938378660118,0.04341938378660118
0429,NDWI_1640,RTM,10,N3,0.14647262447205886,0.15531526062641254,-0.008842636154353684,0.008842636154353684
0429,NDWI_1640,RTM,11,N3,0.07306363306006651,0.01614461901455678,0.05691901404550973,0.05691901404550973
0429,NDWI_1640,RTM,12,N3,0.13432444290960652,0.06332639814725052,0.070998044762356,0.070998044762356
0429,NDWI_1640,ELC,1,N1,-0.04848958601529652,-0.07697757680062957,0.028487990785333046,0.028487990785333046
0429,NDWI_1640,ELC,2,N1,-0.021023221986082825,-0.07107227785985265,0.05004905587376983,0.05004905587376983
0429,NDWI_1640,ELC,3,N1,-0.028902441120470433,-0.07026040628443309,0.04135796516396265,0.04135796516396265
0429,NDWI_1640,ELC,4,N1,-0.03739130759250405,-0.07563605052740571,0.03824474293490166,0.03824474293490166
0429,NDWI_1640,ELC,5,N1,-0.03600851422428289,-0.05266112759205456,0.01665261336777167,0.01665261336777167
0429,NDWI_1640,ELC,6,N1,-0.024228308857605428,-0.0621690592863307,0.03794075042872527,0.03794075042872527
0429,NDWI_1640,ELC,7,N3,0.1568542416140022,0.11602529045753802,0.04082895115646416,0.04082895115646416
0429,NDWI_1640,ELC,8,N3,0.10218197752770437,0.07921212571955023,0.02296985180815414,0.02296985180815414
0429,NDWI_1640,ELC,9,N3,0.12911145328533802,0.09676587220642427,0.03234558107891375,0.03234558107891375
0429,NDWI_1640,ELC,10,N3,0.1353180537301426,0.15531526062641254,-0.019997206896269937,0.019997206896269937
0429,NDWI_1640,ELC,11,N3,0.06179210705738513,0.01614461901455678,0.04564748804282835,0.04564748804282835
0429,NDWI_1640,ELC,12,N3,0.1231221992987564,0.06332639814725052,0.05979580115150587,0.05979580115150587
0429,NDWI_1640,ELC3,1,N1,-0.06320277776786462,-0.07697757680062957,0.013774799032764948,0.013774799032764948
0429,NDWI_1640,ELC3,2,N1,-0.035119452716608136,-0.07107227785985265,0.035952825143244514,0.035952825143244514
0429,NDWI_1640,ELC3,3,N1,-0.04316528707573615,-0.07026040628443309,0.027095119208696936,0.027095119208696936
0429,NDWI_1640,ELC3,4,N1,-0.0519351184938449,-0.07563605052740571,0.023700932033560815,0.023700932033560815
0429,NDWI_1640,ELC3,5,N1,-0.04917474034164373,-0.05266112759205456,0.0034863872504108315,0.0034863872504108315
0429,NDWI_1640,ELC3,6,N1,-0.03809193595556839,-0.0621690592863307,0.024077123330762312,0.024077123330762312
0429,NDWI_1640,ELC3,7,N3,0.14873894074871533,0.11602529045753802,0.0327136502911773,0.0327136502911773
0429,NDWI_1640,ELC3,8,N3,0.09159098529518363,0.07921212571955023,0.012378859575633394,0.012378859575633394
0429,NDWI_1640,ELC3,9,N3,0.12017351260018301,0.09676587220642427,0.02340764039375874,0.02340764039375874
0429,NDWI_1640,ELC3,10,N3,0.12651282893909982,0.15531526062641254,-0.028802431687312724,0.028802431687312724
0429,NDWI_1640,ELC3,11,N3,0.05074972504232451,0.01614461901455678,0.03460510602776773,0.03460510602776773
0429,NDWI_1640,ELC3,12,N3,0.11332051682785334,0.06332639814725052,0.049994118680602814,0.049994118680602814
0429,NRI850_1510,RTM,1,N1,-0.002744033786894126,-0.03562680307823456,0.03288276929134044,0.03288276929134044
0429,NRI850_1510,RTM,2,N1,0.03777831982959145,-0.023940483181624644,0.06171880301121609,0.06171880301121609
0429,NRI850_1510,RTM,3,N1,0.022267989232585543,-0.025625022733810905,0.04789301196639645,0.04789301196639645
0429,NRI850_1510,RTM,4,N1,0.009400157112201803,-0.03198205842121263,0.04138221553341443,0.04138221553341443
0429,NRI850_1510,RTM,5,N1,0.013149800925379573,-0.0016261604567031078,0.01477596138208268,0.01477596138208268
0429,NRI850_1510,RTM,6,N1,0.027193002624772186,-0.01311361508216461,0.0403066177069368,0.0403066177069368
0429,NRI850_1510,RTM,7,N3,0.2896969152480648,0.2468863943909142,0.04281052085715059,0.04281052085715059
0429,NRI850_1510,RTM,8,N3,0.2106521564263526,0.19016205407282888,0.02049010235352372,0.02049010235352372
0429,NRI850_1510,RTM,9,N3,0.2540854693065133,0.22027163958293414,0.033813829723579186,0.033813829723579186
0429,NRI850_1510,RTM,10,N3,0.2572418626680848,0.30201653877809254,-0.04477467611000774,0.04477467611000774
0429,NRI850_1510,RTM,11,N3,0.14689678611134901,0.09934858296474268,0.047548203146606335,0.047548203146606335
0429,NRI850_1510,RTM,12,N3,0.24008742792405893,0.16654750883578534,0.07353991908827359,0.07353991908827359
0429,NRI850_1510,ELC,1,N1,-0.005496237197379638,-0.03562680307823456,0.030130565880854925,0.030130565880854925
0429,NRI850_1510,ELC,2,N1,0.03523299512612087,-0.023940483181624644,0.05917347830774551,0.05917347830774551
0429,NRI850_1510,ELC,3,N1,0.01980760949107705,-0.025625022733810905,0.045432632224887956,0.045432632224887956
0429,NRI850_1510,ELC,4,N1,0.0067235069184332615,-0.03198205842121263,0.03870556533964589,0.03870556533964589
0429,NRI850_1510,ELC,5,N1,0.010493329893851305,-0.0016261604567031078,0.012119490350554412,0.012119490350554412
0429,NRI850_1510,ELC,6,N1,0.024465513412272308,-0.01311361508216461,0.03757912849443692,0.03757912849443692
0429,NRI850_1510,ELC,7,N3,0.287663164430712,0.2468863943909142,0.040776770039797794,0.040776770039797794
0429,NRI850_1510,ELC,8,N3,0.2082782732369496,0.19016205407282888,0.018116219164120734,0.018116219164120734
0429,NRI850_1510,ELC,9,N3,0.25160420178346943,0.22027163958293414,0.03133256220053529,0.03133256220053529
0429,NRI850_1510,ELC,10,N3,0.25468529754850333,0.30201653877809254,-0.047331241229589205,0.047331241229589205
0429,NRI850_1510,ELC,11,N3,0.1440788345110382,0.09934858296474268,0.04473025154629552,0.04473025154629552
0429,NRI850_1510,ELC,12,N3,0.23764379476962516,0.16654750883578534,0.07109628593383982,0.07109628593383982
0429,NRI850_1510,ELC3,1,N1,-0.02015067893370143,-0.03562680307823456,0.015476124144533133,0.015476124144533133
0429,NRI850_1510,ELC3,2,N1,0.021217534798327897,-0.023940483181624644,0.045158017979952544,0.045158017979952544
0429,NRI850_1510,ELC3,3,N1,0.005572796885302823,-0.025625022733810905,0.031197819619113727,0.031197819619113727
0429,NRI850_1510,ELC3,4,N1,-0.0078087339640543945,-0.03198205842121263,0.024173324457158234,0.024173324457158234
0429,NRI850_1510,ELC3,5,N1,-0.002530077427380023,-0.0016261604567031078,-0.000903916970676915,0.000903916970676915
0429,NRI850_1510,ELC3,6,N1,0.010637826304798833,-0.01311361508216461,0.023751441386963446,0.023751441386963446
0429,NRI850_1510,ELC3,7,N3,0.2804536071012192,0.2468863943909142,0.033567212710304994,0.033567212710304994
0429,NRI850_1510,ELC3,8,N3,0.19819952050024203,0.19016205407282888,0.008037466427413154,0.008037466427413154
0429,NRI850_1510,ELC3,9,N3,0.24347684966590333,0.22027163958293414,0.02320521008296919,0.02320521008296919
0429,NRI850_1510,ELC3,10,N3,0.24659223953943296,0.30201653877809254,-0.055424299238659575,0.055424299238659575
0429,NRI850_1510,ELC3,11,N3,0.1332751076138203,0.09934858296474268,0.033926524649077625,0.033926524649077625
0429,NRI850_1510,ELC3,12,N3,0.22848664445074332,0.16654750883578534,0.06193913561495798,0.06193913561495798
0429,LWVI2,RTM,1,N1,-0.009256925173174892,-0.014833916076043507,0.005576990902868615,0.005576990902868615
0429,LWVI2,RTM,2,N1,-0.0018822049012614276,-0.01221992283553886,0.010337717934277433,0.010337717934277433
0429,LWVI2,RTM,3,N1,-0.004948511458303968,-0.012293616821242286,0.0073451053629383185,0.0073451053629383185
0429,LWVI2,RTM,4,N1,-0.005986478891572233,-0.01274691682340951,0.006760437931837277,0.006760437931837277
0429,LWVI2,RTM,5,N1,-0.004750462606168198,-0.007544003868737841,0.002793541262569643,0.002793541262569643
0429,LWVI2,RTM,6,N1,-0.003583359293801567,-0.01094589407681393,0.007362534783012362,0.007362534783012362
0429,LWVI2,RTM,7,N3,0.044109297124744734,0.03798638318295005,0.006122913941794685,0.006122913941794685
0429,LWVI2,RTM,8,N3,0.030844145739743208,0.028862438080532092,0.0019817076592111155,0.0019817076592111155
0429,LWVI2,RTM,9,N3,0.035450906588326635,0.029756696054817615,0.00569421053350902,0.00569421053350902
0429,LWVI2,RTM,10,N3,0.039842862823566465,0.04658391490344121,-0.006741052079874743,0.006741052079874743
0429,LWVI2,RTM,11,N3,0.013820764905857144,0.00942192337269675,0.004398841533160393,0.004398841533160393
0429,LWVI2,RTM,12,N3,0.03392998221194609,0.02340051052167025,0.010529471690275839,0.010529471690275839
0429,LWVI2,ELC,1,N1,-0.010316854455643362,-0.014833916076043507,0.0045170616204001455,0.0045170616204001455
0429,LWVI2,ELC,2,N1,-0.0028927865721088,-0.01221992283553886,0.009327136263430059,0.009327136263430059
0429,LWVI2,ELC,3,N1,-0.006345223209944484,-0.012293616821242286,0.005948393611297802,0.005948393611297802
0429,LWVI2,ELC,4,N1,-0.0074019481909956605,-0.01274691682340951,0.005344968632413849,0.005344968632413849
0429,LWVI2,ELC,5,N1,-0.00631339619216937,-0.007544003868737841,0.0012306076765684713,0.0012306076765684713
0429,LWVI2,ELC,6,N1,-0.0052763866419766724,-0.01094589407681393,0.005669507434837257,0.005669507434837257
0429,LWVI2,ELC,7,N3,0.042798383655215426,0.03798638318295005,0.004812000472265376,0.004812000472265376
0429,LWVI2,ELC,8,N3,0.029483524467379535,0.028862438080532092,0.0006210863868474428,0.0006210863868474428
0429,LWVI2,ELC,9,N3,0.03388149805431045,0.029756696054817615,0.004124801999492833,0.004124801999492833
0429,LWVI2,ELC,10,N3,0.03843032132815247,0.04658391490344121,-0.008153593575288741,0.008153593575288741
0429,LWVI2,ELC,11,N3,0.012489206550346143,0.00942192337269675,0.0030672831776493922,0.0030672831776493922
0429,LWVI2,ELC,12,N3,0.033310650178517004,0.02340051052167025,0.009910139656846752,0.009910139656846752
0429,LWVI2,ELC3,1,N1,-0.011527363899439341,-0.014833916076043507,0.003306552176604166,0.003306552176604166
0429,LWVI2,ELC3,2,N1,-0.004041694875331307,-0.01221992283553886,0.008178227960207552,0.008178227960207552
0429,LWVI2,ELC3,3,N1,-0.007542590218627247,-0.012293616821242286,0.00475102660261504,0.00475102660261504
0429,LWVI2,ELC3,4,N1,-0.00860427339112094,-0.01274691682340951,0.004142643432288569,0.004142643432288569
0429,LWVI2,ELC3,5,N1,-0.007369203834844212,-0.007544003868737841,0.00017480003389362848,0.00017480003389362848
0429,LWVI2,ELC3,6,N1,-0.006443895738059586,-0.01094589407681393,0.004501998338754343,0.004501998338754343
0429,LWVI2,ELC3,7,N3,0.04211650534486145,0.03798638318295005,0.004130122161911401,0.004130122161911401
0429,LWVI2,ELC3,8,N3,0.02861317576216556,0.028862438080532092,-0.00024926231836653115,0.00024926231836653115
0429,LWVI2,ELC3,9,N3,0.033130164603194096,0.029756696054817615,0.0033734685483764806,0.0033734685483764806
0429,LWVI2,ELC3,10,N3,0.03770806615410013,0.04658391490344121,-0.008875848749341081,0.008875848749341081
0429,LWVI2,ELC3,11,N3,0.011488650876498406,0.00942192337269675,0.0020667275038016557,0.0020667275038016557
0429,LWVI2,ELC3,12,N3,0.03247922860561125,0.02340051052167025,0.009078718083940996,0.009078718083940996
0429,NDNI,RTM,1,N1,-0.03871444836047212,-0.004528145411732397,-0.03418630294873973,0.03418630294873973
0429,NDNI,RTM,2,N1,-0.07068769542449861,-0.014286330987162652,-0.05640136443733596,0.05640136443733596
0429,NDNI,RTM,3,N1,-0.05992402170754865,-0.013056031690267308,-0.04686799001728134,0.04686799001728134
0429,NDNI,RTM,4,N1,-0.04908713619183553,-0.008545848537447323,-0.040541287654388206,0.040541287654388206
0429,NDNI,RTM,5,N1,-0.0494722435864795,-0.02958856871482559,-0.019883674871653913,0.019883674871653913
0429,NDNI,RTM,6,N1,-0.06338159436317084,-0.021578892606373586,-0.041802701756797254,0.041802701756797254
0429,NDNI,RTM,7,N3,-0.26318864925742386,-0.21410542487151915,-0.049083224385904706,0.049083224385904706
0429,NDNI,RTM,8,N3,-0.20212006220645368,-0.17016541464297844,-0.03195464756347524,0.03195464756347524
0429,NDNI,RTM,9,N3,-0.23693936560220102,-0.19801162113949522,-0.038927744462705804,0.038927744462705804
0429,NDNI,RTM,10,N3,-0.23481020696554913,-0.2582989233083185,0.02348871634276936,0.02348871634276936
0429,NDNI,RTM,11,N3,-0.1545068522343915,-0.10679302833413293,-0.04771382390025858,0.04771382390025858
0429,NDNI,RTM,12,N3,-0.22306001400151318,-0.15493945415940277,-0.0681205598421104,0.0681205598421104
0429,NDNI,ELC,1,N1,-0.06913331326679338,-0.004528145411732397,-0.06460516785506099,0.06460516785506099
0429,NDNI,ELC,2,N1,-0.10304362180489239,-0.014286330987162652,-0.08875729081772973,0.08875729081772973
0429,NDNI,ELC,3,N1,-0.08965289582638111,-0.013056031690267308,-0.0765968641361138,0.0765968641361138
0429,NDNI,ELC,4,N1,-0.08037122197686479,-0.008545848537447323,-0.07182537343941747,0.07182537343941747
0429,NDNI,ELC,5,N1,-0.07658639791880163,-0.02958856871482559,-0.04699782920397604,0.04699782920397604
0429,NDNI,ELC,6,N1,-0.09223043889945516,-0.021578892606373586,-0.07065154629308157,0.07065154629308157
0429,NDNI,ELC,7,N3,-0.2847040047637466,-0.21410542487151915,-0.07059857989222743,0.07059857989222743
0429,NDNI,ELC,8,N3,-0.2283266012447363,-0.17016541464297844,-0.05816118660175787,0.05816118660175787
0429,NDNI,ELC,9,N3,-0.2619288409777616,-0.19801162113949522,-0.06391721983826637,0.06391721983826637
0429,NDNI,ELC,10,N3,-0.25701759285953024,-0.2582989233083185,0.0012813304487882538,0.0012813304487882538
0429,NDNI,ELC,11,N3,-0.17879145921077624,-0.10679302833413293,-0.07199843087664332,0.07199843087664332
0429,NDNI,ELC,12,N3,-0.24694640191423026,-0.15493945415940277,-0.09200694775482748,0.09200694775482748
0429,NDNI,ELC3,1,N1,-0.016522124686267438,-0.004528145411732397,-0.01199397927453504,0.01199397927453504
0429,NDNI,ELC3,2,N1,-0.05195294223223377,-0.014286330987162652,-0.03766661124507112,0.03766661124507112
0429,NDNI,ELC3,3,N1,-0.03804786324047651,-0.013056031690267308,-0.0249918315502092,0.0249918315502092
0429,NDNI,ELC3,4,N1,-0.028467195892456828,-0.008545848537447323,-0.019921347355009507,0.019921347355009507
0429,NDNI,ELC3,5,N1,-0.029773109562803865,-0.02958856871482559,-0.0001845408479782748,0.0001845408479782748
0429,NDNI,ELC3,6,N1,-0.04210655846227738,-0.021578892606373586,-0.020527665855903793,0.020527665855903793
0429,NDNI,ELC3,7,N3,-0.2460768593010168,-0.21410542487151915,-0.03197143442949765,0.03197143442949765
0429,NDNI,ELC3,8,N3,-0.1831779264429709,-0.17016541464297844,-0.013012511799992466,0.013012511799992466
0429,NDNI,ELC3,9,N3,-0.22278177996212217,-0.19801162113949522,-0.024770158822626953,0.024770158822626953
0429,NDNI,ELC3,10,N3,-0.21669248221955545,-0.2582989233083185,0.041606441088763046,0.041606441088763046
0429,NDNI,ELC3,11,N3,-0.13400788848491077,-0.10679302833413293,-0.027214860150777842,0.027214860150777842
0429,NDNI,ELC3,12,N3,-0.20277201941763898,-0.15493945415940277,-0.047832565258236204,0.047832565258236204
0531,NDVI,RTM,1,N1,0.24694671022445194,0.28066675155722937,-0.03372004133277742,0.03372004133277742
0531,NDVI,RTM,2,N1,0.27297990470143024,0.3258411201692431,-0.05286121546781286,0.05286121546781286
0531,NDVI,RTM,3,N1,0.27482590499010484,0.3137547674562926,-0.038928862466187764,0.038928862466187764
0531,NDVI,RTM,4,N1,0.24549485930622983,0.2722292217482591,-0.026734362442029258,0.026734362442029258
0531,NDVI,RTM,5,N1,0.24321764886255315,0.27279196491150537,-0.02957431604895222,0.02957431604895222
0531,NDVI,RTM,6,N1,0.2684577673826724,0.32099023941945115,-0.05253247203677874,0.05253247203677874
0531,NDVI,RTM,7,N3,0.719045046790731,0.7971675755709274,-0.07812252878019643,0.07812252878019643
0531,NDVI,RTM,8,N3,0.6737604978149857,0.7436271631242568,-0.0698666653092711,0.0698666653092711
0531,NDVI,RTM,9,N3,0.7042300276349542,0.7406966189605886,-0.036466591325634345,0.036466591325634345
0531,NDVI,RTM,10,N3,0.6661076953409752,0.8016979582512981,-0.13559026291032283,0.13559026291032283
0531,NDVI,RTM,11,N3,0.6574645290959326,0.6569832465808015,0.0004812825151310207,0.0004812825151310207
0531,NDVI,RTM,12,N3,0.7172180751084418,0.7433212930913607,-0.026103217982918925,0.026103217982918925
0531,NDVI,ELC,1,N1,0.23155756114749076,0.28066675155722937,-0.0491091904097386,0.0491091904097386
0531,NDVI,ELC,2,N1,0.25787275070709925,0.3258411201692431,-0.06796836946214385,0.06796836946214385
0531,NDVI,ELC,3,N1,0.25978244387306365,0.3137547674562926,-0.053972323583228954,0.053972323583228954
0531,NDVI,ELC,4,N1,0.23016428655887025,0.2722292217482591,-0.042064935189388836,0.042064935189388836
0531,NDVI,ELC,5,N1,0.22786537151919548,0.27279196491150537,-0.044926593392309894,0.044926593392309894
0531,NDVI,ELC,6,N1,0.2533354962536001,0.32099023941945115,-0.06765474316585107,0.06765474316585107
0531,NDVI,ELC,7,N3,0.7096555405924689,0.7971675755709274,-0.0875120349784585,0.0875120349784585
0531,NDVI,ELC,8,N3,0.6635253162014821,0.7436271631242568,-0.08010184692277467,0.08010184692277467
0531,NDVI,ELC,9,N3,0.6945781581035486,0.7406966189605886,-0.04611846085703997,0.04611846085703997
0531,NDVI,ELC,10,N3,0.6557924844328568,0.8016979582512981,-0.14590547381844132,0.14590547381844132
0531,NDVI,ELC,11,N3,0.647015203577364,0.6569832465808015,-0.009968043003437566,0.009968043003437566
0531,NDVI,ELC,12,N3,0.7077480891941452,0.7433212930913607,-0.03557320389721552,0.03557320389721552
0531,NDVI,ELC3,1,N1,0.24192394457591207,0.28066675155722937,-0.038742806981317296,0.038742806981317296
0531,NDVI,ELC3,2,N1,0.269156688050887,0.3258411201692431,-0.05668443211835611,0.05668443211835611
0531,NDVI,ELC3,3,N1,0.27141006506970167,0.3137547674562926,-0.04234470238659094,0.04234470238659094
0531,NDVI,ELC3,4,N1,0.24067586724250895,0.2722292217482591,-0.03155335450575014,0.03155335450575014
0531,NDVI,ELC3,5,N1,0.23754070056550053,0.27279196491150537,-0.03525126434600484,0.03525126434600484
0531,NDVI,ELC3,6,N1,0.26418266295977866,0.32099023941945115,-0.05680757645967249,0.05680757645967249
0531,NDVI,ELC3,7,N3,0.7382773980226536,0.7971675755709274,-0.05889017754827386,0.05889017754827386
0531,NDVI,ELC3,8,N3,0.6908045718862428,0.7436271631242568,-0.05282259123801403,0.05282259123801403
0531,NDVI,ELC3,9,N3,0.7219415053554322,0.7406966189605886,-0.01875511360515636,0.01875511360515636
