Period,VI,Method,Plot_ID,Nitrogen_Level,Value
0429,NDWI_1640,Reference,1,N1,-0.07697757680062957
0429,NDWI_1640,Reference,2,N1,-0.07107227785985265
0429,NDWI_1640,Reference,3,N1,-0.07026040628443309
0429,NDWI_1640,Reference,4,N1,-0.07563605052740571
0429,NDWI_1640,Reference,5,N1,-0.05266112759205456
0429,NDWI_1640,Reference,6,N1,-0.0621690592863307
0429,NDWI_1640,Reference,7,N3,0.11602529045753802
0429,NDWI_1640,Reference,8,N3,0.07921212571955023
0429,NDWI_1640,Reference,9,N3,0.09676587220642427
0429,NDWI_1640,Reference,10,N3,0.15531526062641254
0429,NDWI_1640,Reference,11,N3,0.01614461901455678
0429,NDWI_1640,Reference,12,N3,0.06332639814725052
0429,NDWI_1640,RTM,1,N1,-0.03711963867323267
0429,NDWI_1640,RTM,2,N1,-0.009635515774583712
0429,NDWI_1640,RTM,3,N1,-0.01750281569412022
0429,NDWI_1640,RTM,4,N1,-0.026000799666864124
0429,NDWI_1640,RTM,5,N1,-0.02456696665780617
0429,NDWI_1640,RTM,6,N1,-0.012927012752604303
0429,NDWI_1640,RTM,7,N3,0.16799847954359678
0429,NDWI_1640,RTM,8,N3,0.11345103729590053
0429,NDWI_1640,RTM,9,N3,0.14018525599302545
0429,NDWI_1640,RTM,10,N3,0.14647262447205886
0429,NDWI_1640,RTM,11,N3,0.07306363306006651
0429,NDWI_1640,RTM,12,N3,0.13432444290960652
0429,NDWI_1640,ELC,1,N1,-0.04848958601529652
0429,NDWI_1640,ELC,2,N1,-0.021023221986082825
0429,NDWI_1640,ELC,3,N1,-0.028902441120470433
0429,NDWI_1640,ELC,4,N1,-0.03739130759250405
0429,NDWI_1640,ELC,5,N1,-0.03600851422428289
0429,NDWI_1640,ELC,6,N1,-0.024228308857605428
0429,NDWI_1640,ELC,7,N3,0.1568542416140022
0429,NDWI_1640,ELC,8,N3,0.10218197752770437
0429,NDWI_1640,ELC,9,N3,0.12911145328533802
0429,NDWI_1640,ELC,10,N3,0.1353180537301426
0429,NDWI_1640,ELC,11,N3,0.06179210705738513
0429,NDWI_1640,ELC,12,N3,0.1231221992987564
0429,NDWI_1640,ELC3,1,N1,-0.06320277776786462
0429,NDWI_1640,ELC3,2,N1,-0.035119452716608136
0429,NDWI_1640,ELC3,3,N1,-0.04316528707573615
0429,NDWI_1640,ELC3,4,N1,-0.0519351184938449
0429,NDWI_1640,ELC3,5,N1,-0.04917474034164373
0429,NDWI_1640,ELC3,6,N1,-0.03809193595556839
0429,NDWI_1640,ELC3,7,N3,0.14873894074871533
0429,NDWI_1640,ELC3,8,N3,0.09159098529518363
0429,NDWI_1640,ELC3,9,N3,0.12017351260018301
0429,NDWI_1640,ELC3,10,N3,0.12651282893909982
0429,NDWI_1640,ELC3,11,N3,0.05074972504232451
0429,NDWI_1640,ELC3,12,N3,0.11332051682785334
0429,NRI850_1510,Reference,1,N1,-0.03562680307823456
0429,NRI850_1510,Reference,2,N1,-0.023940483181624644
0429,NRI850_1510,Reference,3,N1,-0.025625022733810905
0429,NRI850_1510,Reference,4,N1,-0.03198205842121263
0429,NRI850_1510,Reference,5,N1,-0.0016261604567031078
0429,NRI850_1510,Reference,6,N1,-0.01311361508216461
0429,NRI850_1510,Reference,7,N3,0.2468863943909142
0429,NRI850_1510,Reference,8,N3,0.19016205407282888
0429,NRI850_1510,Reference,9,N3,0.22027163958293414
0429,NRI850_1510,Reference,10,N3,0.30201653877809254
0429,NRI850_1510,Reference,11,N3,0.09934858296474268
0429,NRI850_1510,Reference,12,N3,0.16654750883578534
0429,NRI850_1510,RTM,1,N1,-0.002744033786894126
0429,NRI850_1510,RTM,2,N1,0.03777831982959145
0429,NRI850_1510,RTM,3,N1,0.022267989232585543
0429,NRI850_1510,RTM,4,N1,0.009400157112201803
0429,NRI850_1510,RTM,5,N1,0.013149800925379573
0429,NRI850_1510,RTM,6,N1,0.027193002624772186
0429,NRI850_1510,RTM,7,N3,0.2896969152480648
0429,NRI850_1510,RTM,8,N3,0.2106521564263526
0429,NRI850_1510,RTM,9,N3,0.2540854693065133
0429,NRI850_1510,RTM,10,N3,0.2572418626680848
0429,NRI850_1510,RTM,11,N3,0.14689678611134901
0429,NRI850_1510,RTM,12,N3,0.24008742792405893
0429,NRI850_1510,ELC,1,N1,-0.005496237197379638
0429,NRI850_1510,ELC,2,N1,0.03523299512612087
0429,NRI850_1510,ELC,3,N1,0.01980760949107705
0429,NRI850_1510,ELC,4,N1,0.0067235069184332615
0429,NRI850_1510,ELC,5,N1,0.010493329893851305
0429,NRI850_1510,ELC,6,N1,0.024465513412272308
0429,NRI850_1510,ELC,7,N3,0.287663164430712
0429,NRI850_1510,ELC,8,N3,0.2082782732369496
0429,NRI850_1510,ELC,9,N3,0.25160420178346943
0429,NRI850_1510,ELC,10,N3,0.25468529754850333
0429,NRI850_1510,ELC,11,N3,0.1440788345110382
0429,NRI850_1510,ELC,12,N3,0.23764379476962516
0429,NRI850_1510,ELC3,1,N1,-0.02015067893370143
0429,NRI850_1510,ELC3,2,N1,0.021217534798327897
0429,NRI850_1510,ELC3,3,N1,0.005572796885302823
0429,NRI850_1510,ELC3,4,N1,-0.0078087339640543945
0429,NRI850_1510,ELC3,5,N1,-0.002530077427380023
0429,NRI850_1510,ELC3,6,N1,0.010637826304798833
0429,NRI850_1510,ELC3,7,N3,0.2804536071012192
0429,NRI850_1510,ELC3,8,N3,0.19819952050024203
0429,NRI850_1510,ELC3,9,N3,0.24347684966590333
0429,NRI850_1510,ELC3,10,N3,0.24659223953943296
0429,NRI850_1510,ELC3,11,N3,0.1332751076138203
0429,NRI850_1510,ELC3,12,N3,0.22848664445074332
0429,LWVI2,Reference,1,N1,-0.014833916076043507
0429,LWVI2,Reference,2,N1,-0.01221992283553886
0429,LWVI2,Reference,3,N1,-0.012293616821242286
0429,LWVI2,Reference,4,N1,-0.01274691682340951
0429,LWVI2,Reference,5,N1,-0.007544003868737841
0429,LWVI2,Reference,6,N1,-0.01094589407681393
0429,LWVI2,Reference,7,N3,0.03798638318295005
0429,LWVI2,Reference,8,N3,0.028862438080532092
0429,LWVI2,Reference,9,N3,0.029756696054817615
0429,LWVI2,Reference,10,N3,0.04658391490344121
0429,LWVI2,Reference,11,N3,0.00942192337269675
0429,LWVI2,Reference,12,N3,0.02340051052167025
0429,LWVI2,RTM,1,N1,-0.009256925173174892
0429,LWVI2,RTM,2,N1,-0.0018822049012614276
0429,LWVI2,RTM,3,N1,-0.004948511458303968
0429,LWVI2,RTM,4,N1,-0.005986478891572233
0429,LWVI2,RTM,5,N1,-0.004750462606168198
0429,LWVI2,RTM,6,N1,-0.003583359293801567
0429,LWVI2,RTM,7,N3,0.044109297124744734
0429,LWVI2,RTM,8,N3,0.030844145739743208
0429,LWVI2,RTM,9,N3,0.035450906588326635
0429,LWVI2,RTM,10,N3,0.039842862823566465
0429,LWVI2,RTM,11,N3,0.013820764905857144
0429,LWVI2,RTM,12,N3,0.03392998221194609
0429,LWVI2,ELC,1,N1,-0.010316854455643362
0429,LWVI2,ELC,2,N1,-0.0028927865721088
0429,LWVI2,ELC,3,N1,-0.006345223209944484
0429,LWVI2,ELC,4,N1,-0.0074019481909956605
0429,LWVI2,ELC,5,N1,-0.00631339619216937
0429,LWVI2,ELC,6,N1,-0.0052763866419766724
0429,LWVI2,ELC,7,N3,0.042798383655215426
0429,LWVI2,ELC,8,N3,0.029483524467379535
0429,LWVI2,ELC,9,N3,0.03388149805431045
0429,LWVI2,ELC,10,N3,0.03843032132815247
0429,LWVI2,ELC,11,N3,0.012489206550346143
0429,LWVI2,ELC,12,N3,0.033310650178517004
0429,LWVI2,ELC3,1,N1,-0.011527363899439341
0429,LWVI2,ELC3,2,N1,-0.004041694875331307
0429,LWVI2,ELC3,3,N1,-0.007542590218627247
0429,LWVI2,ELC3,4,N1,-0.00860427339112094
0429,LWVI2,ELC3,5,N1,-0.007369203834844212
0429,LWVI2,ELC3,6,N1,-0.006443895738059586
0429,LWVI2,ELC3,7,N3,0.04211650534486145
0429,LWVI2,ELC3,8,N3,0.02861317576216556
0429,LWVI2,ELC3,9,N3,0.033130164603194096
0429,LWVI2,ELC3,10,N3,0.03770806615410013
0429,LWVI2,ELC3,11,N3,0.011488650876498406
0429,LWVI2,ELC3,12,N3,0.03247922860561125
0429,NDNI,Reference,1,N1,-0.004528145411732397
0429,NDNI,Reference,2,N1,-0.014286330987162652
0429,NDNI,Reference,3,N1,-0.013056031690267308
0429,NDNI,Reference,4,N1,-0.008545848537447323
0429,NDNI,Reference,5,N1,-0.02958856871482559
0429,NDNI,Reference,6,N1,-0.021578892606373586
0429,NDNI,Reference,7,N3,-0.21410542487151915
0429,NDNI,Reference,8,N3,-0.17016541464297844
0429,NDNI,Reference,9,N3,-0.19801162113949522
0429,NDNI,Reference,10,N3,-0.2582989233083185
0429,NDNI,Reference,11,N3,-0.10679302833413293
0429,NDNI,Reference,12,N3,-0.15493945415940277
0429,NDNI,RTM,1,N1,-0.03871444836047212
0429,NDNI,RTM,2,N1,-0.07068769542449861
0429,NDNI,RTM,3,N1,-0.05992402170754865
0429,NDNI,RTM,4,N1,-0.04908713619183553
0429,NDNI,RTM,5,N1,-0.0494722435864795
0429,NDNI,RTM,6,N1,-0.06338159436317084
0429,NDNI,RTM,7,N3,-0.26318864925742386
0429,NDNI,RTM,8,N3,-0.20212006220645368
0429,NDNI,RTM,9,N3,-0.23693936560220102
0429,NDNI,RTM,10,N3,-0.23481020696554913
0429,NDNI,RTM,11,N3,-0.1545068522343915
0429,NDNI,RTM,12,N3,-0.22306001400151318
0429,NDNI,ELC,1,N1,-0.06913331326679338
0429,NDNI,ELC,2,N1,-0.10304362180489239
0429,NDNI,ELC,3,N1,-0.08965289582638111
0429,NDNI,ELC,4,N1,-0.08037122197686479
0429,NDNI,ELC,5,N1,-0.07658639791880163
0429,NDNI,ELC,6,N1,-0.09223043889945516
0429,NDNI,ELC,7,N3,-0.2847040047637466
0429,NDNI,ELC,8,N3,-0.2283266012447363
0429,NDNI,ELC,9,N3,-0.2619288409777616
0429,NDNI,ELC,10,N3,-0.25701759285953024
0429,NDNI,ELC,11,N3,-0.17879145921077624
0429,NDNI,ELC,12,N3,-0.24694640191423026
0429,NDNI,ELC3,1,N1,-0.016522124686267438
0429,NDNI,ELC3,2,N1,-0.05195294223223377
0429,NDNI,ELC3,3,N1,-0.03804786324047651
0429,NDNI,ELC3,4,N1,-0.028467195892456828
0429,NDNI,ELC3,5,N1,-0.029773109562803865
0429,NDNI,ELC3,6,N1,-0.04210655846227738
0429,NDNI,ELC3,7,N3,-0.2460768593010168
0429,NDNI,ELC3,8,N3,-0.1831779264429709
0429,NDNI,ELC3,9,N3,-0.22278177996212217
0429,NDNI,ELC3,10,N3,-0.21669248221955545
0429,NDNI,ELC3,11,N3,-0.13400788848491077
0429,NDNI,ELC3,12,N3,-0.20277201941763898
0531,NDVI,Reference,1,N1,0.28066675155722937
0531,NDVI,Reference,2,N1,0.3258411201692431
0531,NDVI,Reference,3,N1,0.3137547674562926
0531,NDVI,Reference,4,N1,0.2722292217482591
0531,NDVI,Reference,5,N1,0.27279196491150537
0531,NDVI,Reference,6,N1,0.32099023941945115
0531,NDVI,Reference,7,N3,0.7971675755709274
0531,NDVI,Reference,8,N3,0.7436271631242568
0531,NDVI,Reference,9,N3,0.7406966189605886
0531,NDVI,Reference,10,N3,0.8016979582512981
0531,NDVI,Reference,11,N3,0.6569832465808015
0531,NDVI,Reference,12,N3,0.7433212930913607
0531,NDVI,RTM,1,N1,0.24694671022445194
0531,NDVI,RTM,2,N1,0.27297990470143024
0531,NDVI,RTM,3,N1,0.27482590499010484
0531,NDVI,RTM,4,N1,0.24549485930622983
0531,NDVI,RTM,5,N1,0.24321764886255315
0531,NDVI,RTM,6,N1,0.2684577673826724
0531,NDVI,RTM,7,N3,0.719045046790731
0531,NDVI,RTM,8,N3,0.6737604978149857
0531,NDVI,RTM,9,N3,0.7042300276349542
0531,NDVI,RTM,10,N3,0.6661076953409752
0531,NDVI,RTM,11,N3,0.6574645290959326
0531,NDVI,RTM,12,N3,0.7172180751084418
0531,NDVI,ELC,1,N1,0.23155756114749076
0531,NDVI,ELC,2,N1,0.25787275070709925
0531,NDVI,ELC,3,N1,0.25978244387306365
0531,NDVI,ELC,4,N1,0.23016428655887025
0531,NDVI,ELC,5,N1,0.22786537151919548
0531,NDVI,ELC,6,N1,0.2533354962536001
0531,NDVI,ELC,7,N3,0.7096555405924689
0531,NDVI,ELC,8,N3,0.6635253162014821
0531,NDVI,ELC,9,N3,0.6945781581035486
0531,NDVI,ELC,10,N3,0.6557924844328568
0531,NDVI,ELC,11,N3,0.647015203577364
0531,NDVI,ELC,12,N3,0.7077480891941452
0531,NDVI,ELC3,1,N1,0.24192394457591207
0531,NDVI,ELC3,2,N1,0.269156688050887
0531,NDVI,ELC3,3,N1,0.27141006506970167
0531,NDVI,ELC3,4,N1,0.24067586724250895
0531,NDVI,ELC3,5,N1,0.23754070056550053
0531,NDVI,ELC3,6,N1,0.26418266295977866
0531,NDVI,ELC3,7,N3,0.7382773980226536
0531,NDVI,ELC3,8,N3,0.6908045718862428
0531,NDVI,ELC3,9,N3,0.7219415053554322
0531,NDVI,ELC3,10,N3,0.6806823542136902
0531,NDVI,ELC3,11,N3,0.6728751912164802
0531,NDVI,ELC3,12,N3,0.7355038761300238
0531,NCNI,Reference,1,N1,0.011799788690756256
0531,NCNI,Reference,2,N1,0.015915464561782965
0531,NCNI,Reference,3,N1,0.014367015203252545
0531,NCNI,Reference,4,N1,0.009833756769033444
0531,NCNI,Reference,5,N1,0.011228171812779894
0531,NCNI,Reference,6,N1,0.014548732331865377
0531,NCNI,Reference,7,N3,0.0868428593662128
0531,NCNI,Reference,8,N3,0.0646537029856667
0531,NCNI,Reference,9,N3,0.06254215755054635
0531,NCNI,Reference,10,N3,0.09945557802190268
0531,NCNI,Reference,11,N3,0.0430466219452817
0531,NCNI,Reference,12,N3,0.06384081806638175
0531,NCNI,RTM,1,N1,0.009348154840841822
0531,NCNI,RTM,2,N1,0.011297341364999146
0531,NCNI,RTM,3,N1,0.0111703846033905
0531,NCNI,RTM,4,N1,0.008694950231761972
0531,NCNI,RTM,5,N1,0.008998808517879138
0531,NCNI,RTM,6,N1,0.010836026365085358
0531,NCNI,RTM,7,N3,0.05854410900961384
0531,NCNI,RTM,8,N3,0.04704673454669737
0531,NCNI,RTM,9,N3,0.05363367758614571
0531,NCNI,RTM,10,N3,0.049994659353705846
0531,NCNI,RTM,11,N3,0.042452044420623974
0531,NCNI,RTM,12,N3,0.058271481912019966
0531,NCNI,ELC,1,N1,0.008665105338608772
0531,NCNI,ELC,2,N1,0.01050798328127726
0531,NCNI,ELC,3,N1,0.010395011673009666
0531,NCNI,ELC,4,N1,0.00804182747044362
0531,NCNI,ELC,5,N1,0.008319146123879292
0531,NCNI,ELC,6,N1,0.010055137815586708
0531,NCNI,ELC,7,N3,0.055728167873715054
0531,NCNI,ELC,8,N3,0.04471059885810246
0531,NCNI,ELC,9,N3,0.05102842482782667
0531,NCNI,ELC,10,N3,0.04757754557369177
0531,NCNI,ELC,11,N3,0.04036880123990523
0531,NCNI,ELC,12,N3,0.05553706726623827
0531,NCNI,ELC3,1,N1,0.009525042016736558
0531,NCNI,ELC3,2,N1,0.0115390130511361
0531,NCNI,ELC3,3,N1,0.011440905371498675
0531,NCNI,ELC3,4,N1,0.008869674727806608
0531,NCNI,ELC3,5,N1,0.009114474354215049
0531,NCNI,ELC3,6,N1,0.011027449375399751
0531,NCNI,ELC3,7,N3,0.06600198353609651
0531,NCNI,ELC3,8,N3,0.05230751006973589
0531,NCNI,ELC3,9,N3,0.06003280065823297
0531,NCNI,ELC3,10,N3,0.054862830097070464
0531,NCNI,ELC3,11,N3,0.04690462989487619
0531,NCNI,ELC3,12,N3,0.06552314945355227
0531,NDWI_1640,Reference,1,N1,-0.0349205329251165
0531,NDWI_1640,Reference,2,N1,0.00030172114109198653
0531,NDWI_1640,Reference,3,N1,-0.008145739445063895
0531,NDWI_1640,Reference,4,N1,-0.03698397931384156
0531,NDWI_1640,Reference,5,N1,-0.0355358932598821
0531,NDWI_1640,Reference,6,N1,-0.009328771652188633
0531,NDWI_1640,Reference,7,N3,0.3807191278601351
0531,NDWI_1640,Reference,8,N3,0.3317175383768712
0531,NDWI_1640,Reference,9,N3,0.31447751014652553
0531,NDWI_1640,Reference,10,N3,0.357582132938537
0531,NDWI_1640,Reference,11,N3,0.2364194040526894
0531,NDWI_1640,Reference,12,N3,0.31263601160811416
0531,NDWI_1640,RTM,1,N1,0.04086493671023506
0531,NDWI_1640,RTM,2,N1,0.07103651757488103
0531,NDWI_1640,RTM,3,N1,0.09240823743757
0531,NDWI_1640,RTM,4,N1,0.0652883956958081
0531,NDWI_1640,RTM,5,N1,0.054018507775574404
0531,NDWI_1640,RTM,6,N1,0.07468078808382572
0531,NDWI_1640,RTM,7,N3,0.4230842207490758
0531,NDWI_1640,RTM,8,N3,0.3940573462108758
0531,NDWI_1640,RTM,9,N3,0.40357033192602443
0531,NDWI_1640,RTM,10,N3,0.370796185987364
0531,NDWI_1640,RTM,11,N3,0.3648749613311436
0531,NDWI_1640,RTM,12,N3,0.41929486298383567
0531,NDWI_1640,ELC,1,N1,0.0015061502041940887
0531,NDWI_1640,ELC,2,N1,0.031705706087036684
0531,NDWI_1640,ELC,3,N1,0.05318327979263785
0531,NDWI_1640,ELC,4,N1,0.025782013629654422
0531,NDWI_1640,ELC,5,N1,0.014586691562873101
0531,NDWI_1640,ELC,6,N1,0.03545108957319397
0531,NDWI_1640,ELC,7,N3,0.39027973486063516
0531,NDWI_1640,ELC,8,N3,0.3604557924880978
0531,NDWI_1640,ELC,9,N3,0.37024212571610154
0531,NDWI_1640,ELC,10,N3,0.3363623413226487
0531,NDWI_1640,ELC,11,N3,0.330348805570868
0531,NDWI_1640,ELC,12,N3,0.3864714856714233
0531,NDWI_1640,ELC3,1,N1,-0.002827787325748344
0531,NDWI_1640,ELC3,2,N1,0.027190781512337673
0531,NDWI_1640,ELC3,3,N1,0.048365657052986184
0531,NDWI_1640,ELC3,4,N1,0.02121822950115219
0531,NDWI_1640,ELC3,5,N1,0.010590856245598999
0531,NDWI_1640,ELC3,6,N1,0.031068529040988654
0531,NDWI_1640,ELC3,7,N3,0.3838798828154919
0531,NDWI_1640,ELC3,8,N3,0.3539787791867047
0531,NDWI_1640,ELC3,9,N3,0.36417543808219416
0531,NDWI_1640,ELC3,10,N3,0.3307694983801541
0531,NDWI_1640,ELC3,11,N3,0.3243192675954567
0531,NDWI_1640,ELC3,12,N3,0.380351971670916
0531,NRI850_1510,Reference,1,N1,0.028854170887490333
0531,NRI850_1510,Reference,2,N1,0.0731503325377967
0531,NRI850_1510,Reference,3,N1,0.060750982953631356
0531,NRI850_1510,Reference,4,N1,0.023494841581286847
0531,NRI850_1510,Reference,5,N1,0.02424847902851952
0531,NRI850_1510,Reference,6,N1,0.06256527162151972
0531,NRI850_1510,Reference,7,N3,0.5626990681502125
0531,NRI850_1510,Reference,8,N3,0.5047655508235496
0531,NRI850_1510,Reference,9,N3,0.4906470952377711
0531,NRI850_1510,Reference,10,N3,0.5426620172620565
0531,NRI850_1510,Reference,11,N3,0.39151593754992897
0531,NRI850_1510,Reference,12,N3,0.4888071458942997
0531,NRI850_1510,RTM,1,N1,0.09350357479682854
0531,NRI850_1510,RTM,2,N1,0.12909252088288883
0531,NRI850_1510,RTM,3,N1,0.15346260075296633
0531,NRI850_1510,RTM,4,N1,0.11718027262383339
0531,NRI850_1510,RTM,5,N1,0.10648250351237992
0531,NRI850_1510,RTM,6,N1,0.13382997521134848
0531,NRI850_1510,RTM,7,N3,0.5866055552755043
0531,NRI850_1510,RTM,8,N3,0.5558677123086313
0531,NRI850_1510,RTM,9,N3,0.5733646160762216
0531,NRI850_1510,RTM,10,N3,0.52356054232635
0531,NRI850_1510,RTM,11,N3,0.5286961823578172
0531,NRI850_1510,RTM,12,N3,0.5929125924634807
0531,NRI850_1510,ELC,1,N1,0.06190590763186624
0531,NRI850_1510,ELC,2,N1,0.09797344948999699
0531,NRI850_1510,ELC,3,N1,0.12234806611956515
0531,NRI850_1510,ELC,4,N1,0.08577623942503101
0531,NRI850_1510,ELC,5,N1,0.07443071664436203
0531,NRI850_1510,ELC,6,N1,0.10192542351372631
0531,NRI850_1510,ELC,7,N3,0.5661088572632332
0531,NRI850_1510,ELC,8,N3,0.5343739317807299
0531,NRI850_1510,ELC,9,N3,0.552237825758172
0531,NRI850_1510,ELC,10,N3,0.5005988499139764
0531,NRI850_1510,ELC,11,N3,0.5063195594568893
0531,NRI850_1510,ELC,12,N3,0.5734742361409078
0531,NRI850_1510,ELC3,1,N1,0.05510167940870012
0531,NRI850_1510,ELC3,2,N1,0.0905765558573496
0531,NRI850_1510,ELC3,3,N1,0.11425555022818841
0531,NRI850_1510,ELC3,4,N1,0.07845086084774111
0531,NRI850_1510,ELC3,5,N1,0.0680530535155113
0531,NRI850_1510,ELC3,6,N1,0.09469612504519861
0531,NRI850_1510,ELC3,7,N3,0.5499140878824836
0531,NRI850_1510,ELC3,8,N3,0.5183634241502251
0531,NRI850_1510,ELC3,9,N3,0.5367622619873913
0531,NRI850_1510,ELC3,10,N3,0.48679521470025966
0531,NRI850_1510,ELC3,11,N3,0.4914465713869421
0531,NRI850_1510,ELC3,12,N3,0.5576178748165636
0531,LWVI2,Reference,1,N1,0.00345664819500616
0531,LWVI2,Reference,2,N1,0.018428765604483702
0531,LWVI2,Reference,3,N1,0.015637332654714692
0531,LWVI2,Reference,4,N1,0.005727768011307154
0531,LWVI2,Reference,5,N1,0.005723589756422046
0531,LWVI2,Reference,6,N1,0.013104955286910006
0531,LWVI2,Reference,7,N3,0.1479881968239634
0531,LWVI2,Reference,8,N3,0.13175931836927662
0531,LWVI2,Reference,9,N3,0.12322293806578939
0531,LWVI2,Reference,10,N3,0.13617116192831868
0531,LWVI2,Reference,11,N3,0.09650715297509452
0531,LWVI2,Reference,12,N3,0.12109244773159991
0531,LWVI2,RTM,1,N1,0.00366298873848188
0531,LWVI2,RTM,2,N1,0.015917206864625853
0531,LWVI2,RTM,3,N1,0.01745984288039169
0531,LWVI2,RTM,4,N1,0.010746421043341866
0531,LWVI2,RTM,5,N1,0.007247215484184938
0531,LWVI2,RTM,6,N1,0.014112093445237561
0531,LWVI2,RTM,7,N3,0.15413338992481815
0531,LWVI2,RTM,8,N3,0.139933302074344
0531,LWVI2,RTM,9,N3,0.14477413515359872
0531,LWVI2,RTM,10,N3,0.13271429399319074
